PassengerId,Survived,Pclass,Age,Fam_size,Alone,Farexpers,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Nobile,Title_Ufficiale,Deck_1,Deck_2,Deck_3,Deck_4,Deck_5,Deck_6,Deck_7,Deck_8
1078,1,2,21.0,2,0,10.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1079,0,3,17.0,3,0,2.6833333333333336,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1080,0,3,17.284084507042255,11,0,6.322727272727272,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1081,0,2,40.0,1,1,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1082,0,2,34.0,2,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1083,0,1,42.13636363636363,1,1,26.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1084,1,3,11.5,3,0,4.833333333333333,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1085,0,2,61.0,1,1,12.35,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1086,1,2,8.0,3,0,10.833333333333334,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1087,0,3,33.0,1,1,7.8542,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1088,1,1,6.0,3,0,44.833333333333336,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1089,0,3,18.0,1,1,7.775,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1090,0,2,23.0,1,1,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1091,1,3,33.26315789473684,1,1,8.1125,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1092,1,3,23.157894736842106,1,1,15.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1093,1,3,0.33,3,0,4.8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1095,1,2,8.0,3,0,8.666666666666666,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1096,0,2,25.0,1,1,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1097,0,1,40.49090909090909,1,1,25.7417,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1098,1,3,35.0,1,1,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1099,0,2,24.0,1,1,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1100,1,1,33.0,1,1,27.7208,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1101,0,3,25.0,1,1,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1102,0,3,32.0,1,1,22.525,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1103,0,3,28.295801526717558,1,1,7.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1104,0,2,17.0,1,1,73.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1105,1,2,60.0,2,0,13.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1106,0,3,38.0,7,0,1.1107142857142858,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1107,0,1,42.0,1,1,42.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1108,1,3,23.157894736842106,1,1,7.8792,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1109,0,1,57.0,3,0,54.95556666666667,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1110,1,1,50.0,3,0,70.5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1111,0,3,28.295801526717558,1,1,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1112,1,2,30.0,2,0,6.92915,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1113,0,3,21.0,1,1,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1114,1,2,22.0,1,1,10.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1115,0,3,21.0,1,1,7.7958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1116,1,1,53.0,1,1,27.4458,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1118,0,3,23.0,1,1,7.7958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1119,1,3,23.157894736842106,1,1,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1120,0,3,40.5,1,1,15.1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1121,0,2,36.0,1,1,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1122,0,2,14.0,1,1,65.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1123,1,1,21.0,1,1,26.55,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1124,0,3,21.0,2,0,3.2479,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1125,0,3,33.15625,1,1,7.8792,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1126,0,1,39.0,2,0,35.64165,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1127,0,3,20.0,1,1,7.8542,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1128,1,1,64.0,2,0,37.625,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1129,0,3,20.0,1,1,7.225,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1130,1,2,18.0,3,0,4.333333333333333,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1131,1,1,48.0,2,0,53.2125,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1132,1,1,55.0,1,1,27.7208,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1133,1,2,45.0,3,0,10.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
